title,Rating,maincateg,platform,actprice1,norating1,noreviews1,star_5f,star_4f,star_3f,star_2f,star_1f,fulfilled1,combo,category
Girls Stylish & Comfortable | Casual | Party Wear Boots For Women  (Black),4.2,Women,Flipkart,999,86.0,13.0,52.0,18.0,5.0,5,6.0,0,False,boot
Van Heusen Pink Ballerinas Bellies For Women  (Pink),4.0,Women,Flipkart,1899,12.0,3.0,5.0,5.0,0.0,1,1.0,1,False,bellie
Ladies New casuals Boots For Women  (Brown),5.0,Women,Flipkart,999,1.0,1.0,1.0,0.0,0.0,0,0.0,0,False,boot
ALESO Running Shoes For Men  (Black),4.5,Men,Flipkart,2499,37.0,3.0,25.0,7.0,4.0,0,1.0,1,False,shoe
DECENT LOOK Boots For Women  (Red),3.9,Women,Flipkart,1045,39.0,6.0,25.0,15.0,3.0,5,5.0,0,False,boot
Running Shoes For Women  (Black),3.8,Women,Flipkart,5495,10.0,1.0,6.0,1.0,0.0,1,2.0,1,False,shoe
Women Black Flats Sandal,4.1,Women,Flipkart,1999,143.0,17.0,82.0,30.0,13.0,5,13.0,1,False,sandal
Hustle XT Running Shoes For Men  (Blue),4.2,Men,Flipkart,3999,318.0,48.0,197.0,61.0,21.0,13,26.0,1,False,shoe
Women's Traditional Slip-On Jutis For Women  (Pink),3.6,Women,Flipkart,699,7.0,1.0,1.0,4.0,1.0,0,1.0,0,False,juti
Women SL-165 Navy Blue Pink Walking Shoes For Women  (Blue),4.3,Women,Flipkart,999,400.0,54.0,225.0,109.0,35.0,9,22.0,0,False,shoe
"Women Running, Walking, Sports Shoes For Girls Outdoors For Women  (Pink)",4.1,Women,Flipkart,999,177.0,27.0,103.0,31.0,22.0,9,11.0,1,False,shoe
Green Sneakers For Men  (Green),3.7,Men,Flipkart,499,2341.0,341.0,988.0,540.0,354.0,155,304.0,1,False,sneaker
BOBS SPARROW - SNEAKER CLUB Running Shoes For Women  (Navy),4.2,Women,Flipkart,4799,41.0,6.0,22.0,13.0,2.0,0,4.0,1,False,sneaker
Amico Men's Sneaker,3.7,Men,Amazon,499,49.0,20.0,11.0,11.0,13.0,33,32.0,1,False,sneaker
VR901 Ladies belly Bellies For Women  (Green),4.4,Women,Flipkart,699,17.0,1.0,12.0,1.0,2.0,2,0.0,1,False,bellie
Casual Boy Shoes in White Color Men Walking Running Gymwear sports Sneakers for daily use for Gent Casuals For Men  (White),4.0,Men,Flipkart,999,1448.0,143.0,854.0,197.0,147.0,78,172.0,1,False,sneaker
"Men Green, Black Sandal",3.9,Men,Flipkart,889,1437.0,147.0,791.0,210.0,178.0,84,174.0,0,False,sandal
Boots For Men  (Black),4.3,Men,Flipkart,1599,1574.0,214.0,1003.0,334.0,98.0,53,86.0,1,False,boot
Flip Flops,3.6,Men,Flipkart,999,194.0,20.0,84.0,30.0,34.0,14,32.0,0,False,flip
VENDOZ Women and Girls Latest Collection White Casual Shoes Sports Shoes Sneakers,4.8,Women,Amazon,699,6.0,4.0,0.0,0.0,0.0,21,79.0,1,False,sneaker
Casuals For Men  (Multicolor),3.9,Men,Flipkart,1497,1142.0,139.0,586.0,199.0,152.0,72,133.0,1,False,casual
Nike Legend EssentialWomen's Training Shoe Training & Gym Shoes For Women  (Black),4.1,Women,Flipkart,4495,50.0,2.0,31.0,9.0,4.0,2,6.0,1,False,shoe
ZOE PLUS Casuals For Women  (Navy),3.9,Women,Flipkart,649,43.0,5.0,25.0,7.0,4.0,1,8.0,1,False,casual
Jutis For Women  (Multicolor),4.1,Women,Flipkart,899,63.0,6.0,36.0,11.0,7.0,5,4.0,0,False,juti
Flip Flops,3.6,Women,Flipkart,499,77.0,10.0,32.0,16.0,10.0,7,12.0,0,False,flip
Solwin Light Weight Casual Sneakers for Men,2.7,Men,Amazon,499,14.0,6.0,36.0,16.0,16.0,10,22.0,0,False,sneaker
"Asian Barfi-22 Navy Canvas shoes for ladies | Belly for women | Casual juti shoes for girls stylish latest design new fashion | Lightweight espadrilles blue shoes for party & everyday use Walking Shoes For Women  (Blue, Blue)",4.5,Women,Flipkart,599,13.0,6.0,10.0,0.0,2.0,1,0.0,1,False,shoe
Flip Flops,3.7,Women,Flipkart,499,646.0,88.0,293.0,123.0,90.0,52,88.0,0,False,flip
Women Black Bellies Sandal,4.1,Women,Flipkart,899,1409.0,252.0,741.0,320.0,155.0,70,123.0,0,False,sandal
SF0019L Flip Flops,4.2,Women,Flipkart,269,7657.0,880.0,4163.0,1892.0,783.0,306,513.0,1,False,flip
Slides,3.7,Men,Flipkart,1999,462.0,54.0,196.0,108.0,64.0,23,71.0,1,False,other
Slip On Sneakers For Women  (Black),3.9,Women,Flipkart,3499,157.0,24.0,83.0,33.0,12.0,6,23.0,1,False,sneaker
Women Pink Flats Sandal,4.0,Women,Flipkart,999,116.0,16.0,49.0,37.0,17.0,5,8.0,0,False,sandal
Jutis For Women  (Tan),4.1,Women,Flipkart,499,539.0,67.0,295.0,112.0,64.0,33,35.0,0,False,juti
Slip On Sneakers For Men  (Multicolor),3.7,Men,Flipkart,2999,144.0,15.0,68.0,22.0,19.0,14,21.0,0,False,sneaker
Women Pink Flats Sandal,3.7,Women,Flipkart,499,1115.0,137.0,456.0,250.0,199.0,69,137.0,1,False,sandal
"Men Green, Beige Sports Sandal",4.3,Men,Flipkart,2995,816.0,99.0,473.0,210.0,64.0,31,38.0,1,False,sandal
Combo Pack Of 2 Casual Shoes Slip On Sneakers For Men  (Multicolor),3.9,Men,Flipkart,2499,20659.0,2722.0,10035.0,3813.0,2940.0,1450,2421.0,1,True,sneaker
Lace Up For Men  (Black),3.9,Men,Flipkart,1799,288.0,37.0,123.0,70.0,54.0,18,23.0,1,False,other
Synthetic leather casual stylish party wear Boots for women Boots For Women  (Blue),3.9,Women,Flipkart,1199,27.0,5.0,15.0,3.0,3.0,2,4.0,0,False,boot
Men's Smiley Flip Flop Slides,4.1,Men,Flipkart,849,6225.0,740.0,3498.0,1225.0,656.0,301,545.0,0,False,flip
Men's White Printed Fabric wedding & Sherwani jutti Mojaris For Men  (Beige),4.2,Men,Flipkart,999,69.0,8.0,43.0,11.0,5.0,3,7.0,0,False,mojaris
Jutis For Women  (Gold),5.0,Women,Flipkart,499,5.0,0.0,5.0,0.0,0.0,0,0.0,0,False,juti
Boots For Women  (Pink),4.3,Women,Flipkart,999,180.0,34.0,109.0,42.0,17.0,6,6.0,1,False,boot
Men's patent jutti Jutis For Men  (Black),4.8,Men,Flipkart,1499,5.0,1.0,4.0,1.0,0.0,0,0.0,0,False,juti
Slides,4.2,Women,Flipkart,499,184.0,33.0,108.0,33.0,22.0,10,11.0,0,False,other
Flip Flops,4.1,Women,Flipkart,499,38.0,4.0,20.0,8.0,4.0,4,2.0,0,False,flip
Women Pink Flats Sandal,3.8,Women,Flipkart,1695,246.0,24.0,111.0,58.0,32.0,11,34.0,1,False,sandal
"Concave Pro Wn s IDP Sneakers For Women  (Black, Grey)",4.4,Women,Flipkart,4299,513.0,68.0,323.0,114.0,41.0,17,18.0,1,False,sneaker
Canvas Sports Shoes For Men's And Boys Running Shoes For Men  (Blue),3.7,Men,Flipkart,999,9884.0,1151.0,4657.0,1428.0,1308.0,742,1749.0,1,False,shoe
AB1-SX00172L Casuals For Women  (White),4.3,Women,Flipkart,799,19.0,2.0,11.0,6.0,0.0,0,2.0,1,False,casual
Women Brown Wedges Sandal,4.2,Women,Flipkart,999,1449.0,223.0,804.0,336.0,168.0,55,83.0,1,False,sandal
Shathi Flower Designer Jutis For Womens And GirlS For Ethnic Wear Bellies For Women  (Beige),4.1,Women,Flipkart,499,101.0,14.0,58.0,16.0,9.0,11,7.0,0,False,juti
Mojaris Jutis For Men  (White),3.9,Men,Flipkart,499,14.0,2.0,9.0,1.0,0.0,2,2.0,0,False,juti
Bond Street by (Red Tape) Men's Sneakers,3.7,Men,Amazon,1199,409.0,178.0,17.0,6.0,12.0,26,40.0,1,False,sneaker
Combo(BR)-1077-349 Sneakers For Men  (Red),4.0,Men,Flipkart,998,53411.0,6835.0,29514.0,8244.0,6531.0,3212,5910.0,1,True,sneaker
Men Black Flats Sandal,3.5,Men,Flipkart,999,256.0,25.0,90.0,54.0,40.0,27,45.0,0,False,sandal
Kapda Funda Juties Jutis For Women  (Multicolor),4.2,Women,Flipkart,599,159.0,28.0,92.0,32.0,20.0,8,7.0,0,False,juti
EEZAY MAXOUT M Flip Flops,3.8,Men,Flipkart,799,852.0,94.0,409.0,164.0,115.0,53,111.0,0,False,flip
SOCKS Running Shoes For Men  (Red),4.0,Men,Flipkart,999,4060.0,599.0,2182.0,824.0,487.0,188,379.0,1,False,shoe
"Casual Boot Hiking & Trekking Shoes For Men  (Brown, Black)",3.9,Men,Flipkart,999,5113.0,767.0,2668.0,843.0,670.0,322,610.0,1,False,boot
LC9254B BLACK Formal Shoes For Men  (Black),4.0,Men,Flipkart,2599,1212.0,178.0,575.0,326.0,136.0,59,116.0,1,False,shoe
Rajasthani Jaipuri Partywear Ethnic Jutis For Women Jutis For Women  (Multicolor),4.2,Women,Flipkart,499,93.0,17.0,58.0,15.0,12.0,4,5.0,1,False,juti
408 Sneakers For Women  (Pink),3.8,Women,Flipkart,999,263.0,35.0,128.0,47.0,32.0,16,40.0,1,False,sneaker
Women Black Heels Sandal,4.3,Women,Flipkart,999,796.0,130.0,466.0,186.0,80.0,26,38.0,1,False,sandal
Leather Design Stylish Look Boots Shoes Boots For Women  (Brown),4.2,Women,Flipkart,1399,14908.0,2466.0,8672.0,3133.0,1588.0,575,944.0,1,False,boot
Women Beige Heels Sandal,3.9,Women,Flipkart,999,1708.0,228.0,838.0,327.0,212.0,120,211.0,0,False,sandal
Flip Flops,3.7,Men,Flipkart,399,17880.0,2285.0,7740.0,3520.0,2743.0,1395,2482.0,1,False,flip
Men Multicolor Sandal,4.1,Men,Flipkart,599,3142.0,482.0,1573.0,905.0,374.0,130,160.0,1,False,sandal
"Combo Pack of 2 Casual Shoes (Loafers Shoes) Slip On Sneakers For Men  (Navy, Blue)",3.8,Men,Flipkart,998,46358.0,5721.0,22793.0,8079.0,6684.0,3201,5601.0,1,True,sneaker
Angel Fashion TY Slides,3.9,Men,Flipkart,799,2801.0,323.0,1466.0,471.0,324.0,186,354.0,0,False,other
Women Green Heels Sandal,4.3,Women,Flipkart,999,232.0,37.0,137.0,61.0,15.0,10,10.0,0,False,sandal
"Rajwari Ethnic women Silver Robot mirror thread work mojari Bellies For Women  (Silver, Orange)",3.6,Women,Flipkart,433,1387.0,143.0,1120.0,196.0,236.0,122,330.0,1,False,bellie
Flip Flops,4.0,Women,Flipkart,499,89.0,11.0,45.0,16.0,18.0,5,5.0,1,False,flip
Combo Pack of 2 Casual Shoes Running Shoes For Men  (Black),3.7,Men,Flipkart,999,2620.0,313.0,1255.0,365.0,366.0,228,406.0,1,True,shoe
Women Gold Heels Sandal,4.1,Women,Flipkart,999,66.0,14.0,31.0,20.0,10.0,2,3.0,1,False,sandal
Womens Comfort Stylish Trending with colorful Printed Slippers combo (Pack Of 6 pairs) size 8 Flip Flops,3.8,Women,Flipkart,1499,21033.0,2752.0,9709.0,3968.0,3176.0,1555,2625.0,0,True,flip
Sneakers For Men  (Grey),4.1,Men,Flipkart,1499,31080.0,4702.0,16396.0,7666.0,3642.0,1283,2093.0,1,False,sneaker
GO WALK 5-SPARROW Walking Shoes For Men  (Navy),4.3,Men,Flipkart,4999,1057.0,106.0,664.0,206.0,75.0,40,72.0,1,False,shoe
Women Tan Flats Sandal,4.1,Women,Flipkart,999,197.0,27.0,102.0,40.0,37.0,8,12.0,1,False,sandal
Juti Jutis For Women  (Multicolor),3.8,Women,Flipkart,499,69.0,15.0,30.0,15.0,11.0,6,7.0,0,False,juti
Bellies Jutis For Women  (Blue),3.8,Women,Flipkart,600,44.0,4.0,21.0,8.0,6.0,3,6.0,0,False,juti
Men's Imprinted Oak Leather Rajasthani Mojaris Party Wear For Men Mojaris For Men  (Brown),3.6,Men,Flipkart,999,199.0,22.0,85.0,33.0,36.0,13,32.0,0,False,mojaris
Flip Flops,4.0,Women,Flipkart,1298,24.0,3.0,13.0,4.0,3.0,2,2.0,1,False,flip
Slippers,4.1,Women,Flipkart,399,233.0,28.0,122.0,56.0,30.0,10,15.0,0,False,slipper
Jutis For Women  (Multicolor),3.8,Women,Flipkart,1299,439.0,42.0,211.0,79.0,66.0,30,53.0,0,False,juti
"Combo Pack of 3 Casual & Sports Shoes (Loafers & Running Shoes) Canvas Shoes For Men  (Blue, Black)",3.8,Men,Flipkart,1497,998.0,129.0,474.0,186.0,146.0,58,134.0,1,True,shoe
Women Black Heels Sandal,4.2,Women,Flipkart,999,111.0,17.0,66.0,22.0,9.0,3,11.0,1,False,sandal
VL COURT 2.0 Sneakers For Women  (Blue),4.2,Women,Flipkart,4999,157.0,29.0,84.0,37.0,18.0,6,9.0,1,False,sneaker
Women Beige Flats Sandal,3.9,Women,Flipkart,799,132.0,9.0,64.0,26.0,20.0,6,16.0,1,False,sandal
Loafers For Women  (Pink),4.0,Women,Flipkart,999,33.0,2.0,16.0,8.0,4.0,2,3.0,1,False,other
"Thread Embroidery Work Jutti Jutis For Women  (Black, Gold)",4.1,Women,Flipkart,499,11.0,2.0,7.0,0.0,1.0,0,2.0,0,False,juti
Women Copper Flats Sandal,4.1,Women,Flipkart,999,30.0,2.0,16.0,7.0,4.0,1,2.0,1,False,sandal
Slippers,4.1,Women,Flipkart,430,221.0,28.0,106.0,64.0,25.0,10,16.0,1,False,slipper
Sneakers For Women  (Red),4.0,Women,Flipkart,499,5371.0,808.0,2753.0,1102.0,694.0,306,516.0,1,False,sneaker
Women Black Heels Sandal,3.9,Women,Flipkart,999,38.0,3.0,20.0,9.0,3.0,0,7.0,0,False,sandal
Slides,4.1,Men,Flipkart,999,8432.0,1141.0,4800.0,1475.0,953.0,460,744.0,0,False,other
Black mule Casuals For Women  (Black),4.0,Women,Flipkart,599,106.0,17.0,51.0,24.0,20.0,6,5.0,0,False,casual
"Women Tan, Black Sports Sandal",3.6,Women,Flipkart,1299,12.0,3.0,4.0,3.0,3.0,0,2.0,1,False,sandal
New Stylish Girls/Women/Ladies Comfortable Fashionable Outdoor High Heel Ankle Boots For Women  (Pink),4.0,Women,Flipkart,999,245.0,32.0,0.0,0.0,0.0,0,0.0,0,False,boot
Casual Sneaker and Shoes for Running Yoga Walking Comfortable Walking Shoes For Women  (Pink),4.4,Women,Flipkart,999,28.0,7.0,18.0,7.0,1.0,1,1.0,0,False,sneaker
Slides,3.9,Men,Flipkart,799,47.0,4.0,27.0,7.0,4.0,1,8.0,0,False,other
SL 154 Walking Shoes For Women  (Grey),4.3,Women,Flipkart,999,1967.0,238.0,1099.0,543.0,177.0,47,101.0,1,False,shoe
Mojaris For Men  (Black),4.0,Men,Flipkart,999,76.0,8.0,45.0,11.0,5.0,6,9.0,0,False,mojaris
VS ADVANTAGE CL Sneakers For Women  (Orange),3.7,Women,Flipkart,4599,16.0,0.0,8.0,2.0,2.0,1,3.0,1,False,sneaker
Women Black Wedges Sandal,3.8,Women,Flipkart,599,11296.0,1679.0,5153.0,2195.0,1647.0,855,1446.0,1,False,sandal
Drove IDP Flip Flops,4.4,Men,Flipkart,1299,321.0,44.0,205.0,67.0,23.0,13,13.0,1,False,flip
Mojaris For Men Ethnic Mule For Men  (White),3.7,Men,Flipkart,999,3.0,0.0,1.0,1.0,0.0,1,0.0,0,False,mojaris
Women Green Bellies Sandal,4.6,Women,Flipkart,599,5.0,0.0,3.0,2.0,0.0,0,0.0,0,False,sandal
Women Grey Bellies Sandal,3.9,Men,Flipkart,599,0.0,0.0,109.0,67.0,27.0,18,22.0,0,False,sandal
"Skypy-31 Walking Shoes,Training Shoes,Sneakers,Loafers,Canvas Shoes,Casual Shoes,Sneakers Casuals For Men  (Silver, Black)",4.0,Men,Flipkart,599,47431.0,7254.0,24211.0,10789.0,5940.0,2304,4187.0,1,False,sneaker
Oxford For Men  (Black),3.4,Men,Flipkart,2999,8.0,1.0,2.0,3.0,1.0,0,2.0,1,False,other
Women's Classic Flower Print Jutis Jutis For Women  (Blue),4.1,Women,Flipkart,790,561.0,63.0,287.0,150.0,66.0,27,31.0,0,False,juti
dbl-stp-2 Slippers,3.7,Men,Flipkart,799,785.0,100.0,330.0,155.0,121.0,65,114.0,1,False,slipper
"Women White, Black Flats Sandal",3.9,Women,Flipkart,899,4988.0,629.0,2410.0,935.0,706.0,381,556.0,0,False,sandal
Flip Flops,3.9,Men,Flipkart,284,492.0,54.0,257.0,99.0,52.0,21,63.0,0,False,flip
Slippers,4.0,Men,Flipkart,816,30.0,4.0,14.0,5.0,5.0,4,3.0,1,False,slipper
Sneakers For Women  (Black),3.8,Women,Flipkart,499,3886.0,538.0,1729.0,801.0,622.0,244,482.0,1,False,sneaker
"Shoes For Women's/Ladies/Female/Girls Trendy Fashionable Lightweight Comfortable Partywear, Casual wear Lace-UpCasual Stylish Boots/ Boots For Women Boots For Women  (Black)",4.1,Women,Flipkart,899,424.0,61.0,246.0,82.0,43.0,17,36.0,1,False,boot
Women Gold Flats Sandal,2.3,Women,Flipkart,1995,3.0,0.0,1.0,0.0,0.0,0,2.0,1,False,sandal
Flip Flops,3.5,Men,Flipkart,499,37.0,3.0,8.0,13.0,8.0,5,3.0,0,False,flip
Corporate Lace Up For Men  (Black),4.0,Men,Flipkart,999,779.0,116.0,367.0,211.0,101.0,26,74.0,0,False,other
top casual for men Casuals For Men  (Red),4.1,Men,Flipkart,999,586.0,72.0,337.0,105.0,52.0,34,58.0,0,False,casual
VR901 Ladies belly Bellies For Women  (Red),4.4,Women,Flipkart,699,17.0,1.0,12.0,1.0,2.0,2,0.0,1,False,bellie
Combo of 3 Casual Sneakers Shoes For Men Casuals For Men  (Multicolor),4.1,Men,Flipkart,1497,130.0,16.0,74.0,26.0,16.0,3,11.0,1,True,sneaker
FLEX-O-ASTRO Training & Gym Shoes For Men  (Grey),4.2,Men,Flipkart,3817,98.0,15.0,68.0,24.0,8.0,3,11.0,1,False,shoe
Women White Bellies Sandal,4.2,Women,Flipkart,799,7579.0,1253.0,4314.0,1799.0,794.0,268,401.0,0,False,sandal
Men Khaki Casual Sandal,4.2,Men,Flipkart,3195,2291.0,296.0,1237.0,613.0,224.0,72,145.0,1,False,sandal
"ALL ENGLAND 12 Badminton Shoes For Men  (Yellow, Black)",4.1,Men,Flipkart,2890,395.0,47.0,197.0,112.0,48.0,20,18.0,1,False,shoe
Awesome Derby For Men  (Tan),3.8,Men,Flipkart,3990,11.0,1.0,6.0,2.0,0.0,1,2.0,1,False,other
Leather Casual Stylish Look Boots Shoes Boots For Women  (Black),4.3,Women,Flipkart,999,2488.0,408.0,1539.0,460.0,248.0,73,164.0,1,False,boot
Cool Sneakers For Men  (White),4.1,Men,Flipkart,999,169.0,14.0,102.0,26.0,17.0,6,18.0,1,False,sneaker
Slippers,3.8,Women,Flipkart,999,188.0,20.0,90.0,35.0,25.0,15,23.0,0,False,slipper
Women Black Wedges Sandal,3.9,Women,Flipkart,999,164.0,24.0,72.0,43.0,27.0,12,10.0,0,False,sandal
Slides,4.2,Men,Flipkart,1499,663.0,67.0,374.0,171.0,63.0,16,39.0,1,False,other
Women Gold Heels Sandal,3.9,Women,Flipkart,2499,183.0,28.0,97.0,26.0,23.0,14,23.0,1,False,sandal
Lucky Bellies for Women For Women  (Multicolor),2.3,Women,Flipkart,499,4.0,1.0,0.0,1.0,1.0,0,2.0,0,False,bellie
Women SFL-504 Navy Blue Flip Flops,4.0,Women,Flipkart,274,7276.0,878.0,3500.0,1990.0,920.0,324,542.0,1,False,flip
Men Black Sports Sandal,4.1,Men,Flipkart,1999,58.0,7.0,31.0,12.0,7.0,4,4.0,1,False,sandal
Denill Women's Sneaker,3.9,Women,Amazon,449,564.0,198.0,10.0,6.0,13.0,28,43.0,0,False,sneaker
Men Blue Sandal,4.2,Men,Flipkart,599,0.0,67.0,215.0,116.0,52.0,16,31.0,0,False,sandal
DRAGON LADIES Running Shoes For Women  (Grey),4.1,Women,Flipkart,1699,366.0,34.0,196.0,83.0,36.0,18,33.0,1,False,shoe
"Trendy Fashion Lightweight Combo Pack of 02 Pairs Casuals Sneakers For Men  (Green, Yellow)",3.9,Men,Flipkart,1298,80.0,10.0,39.0,16.0,12.0,5,8.0,1,True,sneaker
Men Black Clogs Sandal,3.6,Men,Flipkart,999,812.0,100.0,339.0,160.0,122.0,62,129.0,0,False,sandal
Casual For Men  (Black),3.9,Men,Flipkart,3995,1005.0,115.0,513.0,197.0,99.0,44,152.0,1,False,casual
Women Tan Heels Sandal,4.1,Women,Flipkart,655,5925.0,1025.0,3024.0,1457.0,711.0,255,478.0,0,False,sandal
Women Black Heels Sandal,3.4,Women,Flipkart,999,18.0,2.0,5.0,5.0,3.0,2,3.0,0,False,sandal
Slides,3.5,Men,Flipkart,549,69.0,7.0,34.0,4.0,9.0,6,16.0,1,False,other
"Spicy-51 White Casual Shoes,Canvas Shoes,Sneakers,Laceup Shoes,Walking Casuals For Women  (White)",3.9,Women,Flipkart,215,5242.0,769.0,3026.0,1638.0,738.0,400,285.0,1,False,sneaker
Women Pink Heels Sandal,3.8,Women,Flipkart,599,8054.0,1195.0,3526.0,1845.0,1161.0,539,979.0,0,False,sandal
Voyager 1.0 Running Shoes For Men  (Black),4.2,Men,Flipkart,2499,1286.0,191.0,721.0,301.0,140.0,47,77.0,1,False,shoe
Women Red Heels Sandal,3.7,Women,Flipkart,499,30.0,3.0,14.0,5.0,4.0,1,6.0,1,False,sandal
Women Gold Bellies Sandal,4.1,Women,Flipkart,999,67.0,11.0,34.0,16.0,10.0,3,4.0,0,False,sandal
Men Grey Sandal,4.0,Men,Flipkart,999,213.0,32.0,117.0,41.0,21.0,13,21.0,0,False,sandal
Women 86 Slip On Sneakers For Women  (Red),4.2,Women,Flipkart,499,3145.0,518.0,1713.0,807.0,348.0,98,186.0,1,False,sneaker
Men Black Sandal,4.3,Men,Flipkart,999,12.0,2.0,9.0,1.0,0.0,1,1.0,0,False,sandal
Black Formal Shoes Lace Up For Men  (Black),3.8,Men,Flipkart,2795,297.0,39.0,138.0,56.0,43.0,14,46.0,1,False,shoe
Slip On For Men  (Black),3.8,Men,Flipkart,999,94.0,16.0,45.0,18.0,13.0,7,11.0,1,False,other
Sneakers For Women  (Multicolor),4.0,Women,Flipkart,1999,6.0,0.0,3.0,1.0,1.0,1,0.0,1,False,sneaker
Perfect Stylish Girls Casual Shoes Sneakers For Women  (Pink),4.3,Women,Flipkart,999,10481.0,1530.0,6224.0,2259.0,1049.0,370,579.0,1,False,sneaker
Men Black Sandal,3.8,Men,Flipkart,1599,65.0,6.0,27.0,18.0,7.0,6,7.0,1,False,sandal
Ultra Speed V3 LP Running Shoes For Women  (Grey),4.0,Women,Flipkart,3599,41.0,7.0,19.0,13.0,4.0,2,3.0,1,False,shoe
"Casual , Partywear Sneakers Shoes For Men's And Boys Loafers For Men  (Brown)",4.0,Men,Flipkart,999,13959.0,1931.0,6753.0,3260.0,1907.0,761,1278.0,1,False,sneaker
multicolor Jutis For Women  (Multicolor),4.1,Women,Flipkart,625,12.0,0.0,7.0,3.0,5.0,2,3.0,0,False,juti
Running Shoes For Women  (Grey),4.2,Women,Flipkart,999,255.0,45.0,140.0,69.0,20.0,9,14.0,1,False,shoe
"Bouncer Light Weight Economy Cricket Shoes Rubber Studs Cricket Shoes For Men Cricket Shoes For Men  (White, Blue)",4.2,Men,Flipkart,699,0.0,0.0,535.0,268.0,127.0,57,83.0,1,False,shoe
Bellies For Women  (Gold),3.8,Women,Flipkart,1599,19.0,6.0,9.0,2.0,4.0,3,1.0,0,False,bellie
Bellies For Women  (Red),4.1,Women,Flipkart,499,420.0,47.0,228.0,90.0,47.0,21,34.0,0,False,bellie
"Sneakers For Men  (Navy, Orange)",4.2,Men,Flipkart,899,25829.0,4334.0,14032.0,6766.0,2691.0,871,1469.0,1,False,sneaker
MORGAN Running Shoes For Men  (Blue),4.1,Men,Flipkart,1799,4382.0,612.0,2531.0,871.0,395.0,187,398.0,1,False,shoe
Women Black Flats Sandal,5.0,Women,Flipkart,1299,1.0,1.0,1.0,0.0,0.0,0,0.0,0,False,sandal
ESSENCE Men's Synthetic High Top Shoes,3.6,Men,Amazon,449,1.0,781.0,17.0,7.0,16.0,21,40.0,0,False,shoe
1153 Running Shoes For Women  (Pink),3.8,Women,Flipkart,499,389.0,61.0,163.0,92.0,70.0,26,38.0,1,False,shoe
Women Black Wedges Sandal,3.8,Women,Flipkart,599,11303.0,1690.0,5153.0,2195.0,1647.0,855,1446.0,1,False,sandal
Flip Flops,3.9,Men,Flipkart,599,44.0,7.0,24.0,6.0,6.0,1,7.0,0,False,flip
Casuals For Men  (Blue),3.6,Men,Flipkart,699,2610.0,387.0,1154.0,442.0,371.0,196,447.0,1,False,casual
Slippers,3.8,Men,Flipkart,900,153.0,26.0,0.0,0.0,0.0,0,0.0,1,False,slipper
Men Blue Clogs Sandal,3.8,Men,Flipkart,499,9636.0,1170.0,4318.0,2010.0,1429.0,633,1246.0,0,False,sandal
Women Pink Wedges Sandal,4.0,Women,Flipkart,999,69.0,10.0,34.0,17.0,10.0,1,7.0,1,False,sandal
Women Black Bellies Sandal,4.4,Women,Flipkart,1299,51.0,9.0,32.0,10.0,5.0,0,2.0,1,False,sandal
Women Black Heels Sandal,3.9,Women,Flipkart,822,275.0,29.0,105.0,68.0,51.0,13,26.0,0,False,sandal
"Classy Stylish Mocassin, Casuals, Party Wear Loafers<U+FFFD> Loafers For Men  (Black)",4.0,Men,Flipkart,999,374.0,54.0,188.0,80.0,50.0,18,38.0,1,False,casual
Howzat Spike 20 Cricket Shoes For Men  (White),4.5,Men,Flipkart,6999,98.0,20.0,77.0,11.0,3.0,0,7.0,1,False,shoe
Bellies For Women  (Brown),3.5,Women,Flipkart,999,2.0,1.0,0.0,1.0,1.0,0,0.0,0,False,bellie
Running Shoes For Men  (Black),3.8,Men,Flipkart,999,4716.0,536.0,2580.0,605.0,493.0,313,725.0,1,False,shoe
NIKE CHROMA THONG 5 Slippers,4.2,Men,Flipkart,1495,40757.0,3936.0,24366.0,8711.0,3122.0,1275,3283.0,1,False,slipper
Slides,4.1,Men,Flipkart,319,756.0,86.0,413.0,167.0,100.0,28,48.0,1,False,other
ADILETTE AQUA Slides,4.3,Men,Flipkart,1999,422.0,40.0,265.0,82.0,36.0,8,31.0,1,False,other
SL-138 Casuals For Women  (White),4.1,Women,Flipkart,625,368.0,68.0,201.0,79.0,51.0,11,26.0,1,False,casual
Slides,3.9,Women,Flipkart,999,40.0,6.0,21.0,6.0,6.0,1,6.0,0,False,other
DynaFlyte Running Shoes For Women  (Orange),4.6,Women,Flipkart,10999,32.0,3.0,24.0,6.0,1.0,0,1.0,1,False,shoe
ENNO Outdoors For Men  (Grey),4.9,Men,Flipkart,2499,7.0,0.0,6.0,1.0,0.0,0,0.0,1,False,other
"Jutis For Women  (White, Gold)",4.0,Women,Flipkart,699,736.0,79.0,412.0,102.0,86.0,43,91.0,1,False,juti
SF0049G Flip Flops,4.1,Men,Flipkart,399,21054.0,2532.0,11523.0,4995.0,2145.0,894,1497.0,1,False,flip
Stylish & Comfortable Mesh Shoes With Lace and AirMix Sole for Gyming/ Sports/ Casual/ Sneakers/ Walking/ Training Training & Gym Shoes For Men  (Multicolor),4.0,Men,Flipkart,1599,34.0,7.0,21.0,4.0,3.0,1,5.0,1,False,sneaker
Girls Stylish & Comfortable | Casual | Party Wear Boots For Women  (Black),4.2,Women,Flipkart,844,923.0,162.0,145.0,164.0,90.0,26,91.0,0,False,boot
HASTEN Sneakers for Women,5.0,Women,Amazon,679,3.0,2.0,0.0,0.0,0.0,0,100.0,1,False,sneaker
